record_id,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
76554,EGY,Africa,Egypt,2022-11-06,515406,0,0.714,24798,0,0,4643.712,0,0.006,223.425,0,0,-0,,,,,,,,,,,,,,,,,,1.0044873e+08,5.3551564e+07,3.9959952e+07,9.630728e+06,,20726,90.5,48.25,36,8.68,187,7827,0.007,15.85,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,1.10990096e+08,,,,
177102,MCO,Europe,Monaco,2022-10-05,15211,10,12.857,63,0,0,416842.5,274.04,352.337,1726.453,0,0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31,19347.5,,,,,,,5.46,,,,13.8,86.75,,36491,,,,
286591,UKR,Europe,Ukraine,2021-01-03,1.074093e+06,4576,6872,18854,123,154.286,27054.05,115.259,173.091,474.891,3.098,3.886,0.89,,,,,,,,,5.610003e+06,,128.872,,19573,0.45,0.3713,2.7,tests performed,,,,,,,,,,,,,,54.63,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,3.9701744e+07,,,,
293661,URY,South America,Uruguay,2020-05-06,657,2,5.286,17,0,0.286,191.948,0.584,1.544,4.967,0,0.083,0.91,,,,,,,,,23732,845,6.927,0.247,806,0.235,0.0076,131.2,people tested,,,,,,,,,,,,,,61.11,19.751,35.6,14.655,10.361,20551.408,0.1,160.708,6.93,14,19.9,,2.8,77.91,0.817,3.422796e+06,,,,
247862,SGP,Asia,Singapore,2021-08-04,65410,95,117.286,39,1,0.286,11603.645,16.853,20.806,6.919,0.177,0.051,0.89,,,,,,,,,,,,,,,,,,7.902787e+06,4.379227e+06,3.486462e+06,,66185,68712,140.19,77.69,61.85,,12189,10366,0.184,50.93,7915.731,42.4,12.922,7.049,85535.38,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5.637022e+06,,,,
95468,PYF,Oceania,French Polynesia,2021-06-21,18972,9,4.714,142,0,0,61940.895,29.384,15.391,463.61,0,0,,,,,,,,,,,,,,,,,,,125484,67913,57571,,,945,40.97,22.17,18.8,,3085,484,0.158,,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,306292,,,,
100926,DEU,Europe,Germany,2023-02-01,3.778712e+07,20354,11471.571,168482,67,47.714,453246.9,244.141,137.599,2020.899,0.804,0.572,,600,7.197,,,531,6.369,5494,65.899,,,,,,,,,,1.919805e+08,6.4870488e+07,6.3556144e+07,6.4651736e+07,11071,9206,230.28,77.81,76.23,77.55,110,151,0,,237.016,46.6,21.453,15.957,45229.246,,156.139,8.31,28.2,33.1,,8,81.33,0.947,8.336984e+07,,,,
264839,SWE,Europe,Sweden,2021-05-24,1.062963e+06,620,2596,14494,11,10,100761.01,58.771,246.082,1373.924,1.043,0.948,0.74,227,21.518,1050,99.532,,,,,9.75349e+06,32800,931.824,3.134,36837,3.519,0.0823,12.2,tests performed,,,,,,65683,,,,,6226,34366,0.326,63.26,24.718,41,19.985,13.433,46949.28,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,1.0549349e+07,,,,
196415,NIU,Oceania,Niue,2022-04-17,7,0,0,,0,0,3586.066,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2561,0,0,,,,,,,,,,,,,,73.71,,1952,,,,
126266,IRN,Asia,Iran,2022-06-29,7.237156e+06,443,283,141386,0,2.286,81729.08,5.003,3.196,1596.67,0,0.026,1.62,,,,,,,,,,,,,,,,,,,,,,,23335,,,,,264,3482,0.004,52.1,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,8.855057e+07,,,,
79881,GNQ,Africa,Equatorial Guinea,2022-03-04,15889,4,1.714,183,0,0.143,9486.446,2.388,1.024,109.259,0,0.085,0.54,,,,,,,,,,,,,19156,11.72,0.0001,16759.4,tests performed,,,,,,513,,,,,306,287,0.017,,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,1.674916e+06,,,,
275469,TKL,Oceania,Tokelau,2020-07-18,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.86,,1893,,,,
246043,SYC,Africa,Seychelles,2023-04-11,50937,0,0,172,0,0,475446.88,0,0,1605.451,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,107135,,,,
136325,JOR,Asia,Jordan,2020-01-03,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,1.1285875e+07,,,,
69376,COD,Africa,Democratic Republic of Congo,2023-03-15,95861,0,6.714,1464,0,0,968.193,0,0.068,14.786,0,0,,,,,,,,,,,,,,,,,,,,,,,,48431,,,,,489,48405,0.049,,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48,9.9010216e+07,,,,
101538,GHA,Africa,Ghana,2021-05-31,94011,0,41.143,785,0,0.286,2808.321,0,1.229,23.45,0,0.009,1.13,,,,,,,,,,,,,3319,0.101,0.0109,91.5,tests performed,1.228216e+06,852047,376169,,,54335,3.67,2.55,1.12,,1623,597,0.002,42.59,126.719,21.1,3.385,1.948,4227.63,12,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,3.347587e+07,,,,
255522,ZAF,Africa,South Africa,2022-07-28,4.003883e+06,0,295.286,101967,0,3.571,66849.62,0,4.93,1702.461,0,0.06,0.89,,,,,,,,,,,,,,,,,,3.7162752e+07,2.2144118e+07,1.9193036e+07,3.596377e+06,16689,12185,62.05,36.97,32.05,6,203,4379,0.007,11.11,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,5.9893884e+07,,,,
123987,IND,Asia,India,2022-12-07,4.4673948e+07,166,228.857,530638,5,2.571,31523.283,0.117,0.161,374.434,0.004,0.002,0.67,,,,,,,,,,,,,,,,,,2.1995e+09,1.0270713e+09,9.508519e+08,2.2157693e+08,40900,44004,155.2,72.47,67.09,15.64,31,3623,0,28.7,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,1.4171731e+09,,,,
287658,ARE,Asia,United Arab Emirates,2020-08-06,61606,254,240.714,353,2,0.857,6525.273,26.904,25.496,37.39,0.212,0.091,0.87,,,,,,,,,5.313387e+06,50729,567.358,5.417,41676,4.45,0.0056,179.9,tests performed,,,,,,,,,,,,,,56.48,112.442,34,1.144,0.526,67293.484,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,9.441138e+06,,,,
221770,PRI,North America,Puerto Rico,2023-04-18,1.111616e+06,0,228.429,5879,0,1.714,341782.03,0,70.234,1807.582,0,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.232,38.2,15.168,9.829,35044.67,,108.094,12.9,,,,,80.1,,3.252412e+06,,,,
256361,OWID_SAM,,South America,2021-07-15,3.42923e+07,87737,87520.71,1.050959e+06,2668,2489.143,78505.016,200.855,200.36,2405.95,6.108,5.698,,,,,,,,,,,,,,,,,,,2.280707e+08,1.6319976e+08,7.028168e+07,1532,3.218545e+06,2.832482e+06,52.21,37.36,16.09,0,6484,2.219878e+06,0.508,,,,,,,,,,,,,,,,4.3681667e+08,,,,
174228,FSM,Oceania,Micronesia (country),2021-07-22,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62,114178,,,,
72920,DMA,North America,Dominica,2022-11-23,15760,0,0,74,0,0,216608.48,0,0,1017.07,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75,0.742,72758,,,,
270308,TJK,Asia,Tajikistan,2023-01-28,17786,0,0,125,0,0,1787.037,0,0,12.559,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,9.952789e+06,,,,
252077,SVN,Europe,Slovenia,2023-02-19,1.32556e+06,93,232.571,9109,4,3.143,625310.44,43.871,109.712,4297.016,1.887,1.483,,6,2.83,33,15.567,3,1.424,34,16.135,,,,,,,,,,,,,,,,,,,,,,,,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917,2.119843e+06,5963.2007,8.88,-10.91,2813.254
222308,QAT,Asia,Qatar,2021-06-08,218798,171,191.429,569,0,1.857,81182.695,63.448,71.028,211.121,0,0.689,0.77,,,,,,,,,,,,,287,0.107,,,tests performed,2.71667e+06,1.561481e+06,1.155189e+06,,15728,20283,100.8,57.94,42.86,,7526,11681,0.433,65.21,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,2.695131e+06,,,,
128890,IRL,Europe,Ireland,2023-01-05,1.693847e+06,99,399.143,8513,9,9.714,337210.94,19.709,79.461,1694.767,1.792,1.934,,,,,,,,,,,,,,,,,,,1.1100256e+07,4.106318e+06,4.060367e+06,3.174815e+06,445,305,220.98,81.75,80.83,63.2,61,26,0.001,,69.874,38.7,13.928,8.678,67335.3,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5.023108e+06,,,,
50913,CAF,Africa,Central African Republic,2022-09-05,14888,0,0.857,113,0,0,2668.508,0,0.154,20.254,0,0,0.15,,,,,,,,,,,,,,,,,,,,,,,14733,,,,,2641,13927,0.25,13.89,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1,53.28,0.397,5.579148e+06,,,,
